Fecha;Dia;Mes;anio;Temperatura_Abrigo_150cm_Media;Temperatura_Abrigo_150cm_Maxima;Temperatura_Abrigo_150cm_Minima;Precipitacion_Pluviometrica;Granizo;Nieve;Helada;Clasificacion Heladas;Heliofania_Efectiva;Heliofania_Relativa;Tesion_Vapor_Media;Humedad_Media;Rocio_Medio;Velocidad_Viento_200cm_Media;Direccion_Viento_200cm;Velocidad_Viento_1000cm_Media;Radiacion_Global;Evapotranspiracion_Potencial;Horas_Frio
1/5/2012;1;5;2012;12,50;19,3;5,7;0;0;0;0;0;#VALOR!;#VALOR!;11,6;80;9,1;0,2;;0;;;2,29
2/5/2012;2;5;2012;13,95;26;1,9;0;0;0;0;0;#VALOR!;#VALOR!;10,2;64;7,3;1,9;;2;;;5,08
3/5/2012;3;5;2012;14,30;23,2;5,4;0;0;0;0;0;#VALOR!;#VALOR!;11,9;73;9,5;0,5;;0;;;2,16
4/5/2012;4;5;2012;13,15;23,2;3,1;0,2;0;0;0;0;#VALOR!;#VALOR!;10,6;70;7,8;2,3;;2;;;4,66
5/5/2012;5;5;2012;15,00;20,8;9,2;0;0;0;0;0;#VALOR!;#VALOR!;11,4;67;8,9;3,5;;4;;;0,00
6/5/2012;6;5;2012;17,70;23,3;12,1;0;0;0;0;0;#VALOR!;#VALOR!;15,4;76;13,4;#VALOR!;;#VALOR!;;;0,00
7/5/2012;7;5;2012;11,80;20,1;3,5;0;0;0;0;0;#VALOR!;#VALOR!;8,4;61;4,5;#VALOR!;;#VALOR!;;;5,06
8/5/2012;8;5;2012;14,55;22,9;6,2;0;0;0;0;0;#VALOR!;#VALOR!;9,6;58;6,4;#VALOR!;;#VALOR!;;;1,15
9/5/2012;9;5;2012;11,35;21,3;1,4;0;0;0;0;0;#VALOR!;#VALOR!;9,8;73;6,7;#VALOR!;;#VALOR!;;;6,75
10/5/2012;10;5;2012;11,20;16,9;5,5;0;0;0;0;0;#VALOR!;#VALOR!;8,1;61;4;#VALOR!;;#VALOR!;;;3,16
11/5/2012;11;5;2012;7,15;15;-0,70;0;0;0;1;1;#VALOR!;#VALOR!;4,4;43;-4,6;#VALOR!;;#VALOR!;;;11,77
12/5/2012;12;5;2012;7,20;18,9;-4,50;0;0;0;1;3;#VALOR!;#VALOR!;5,5;54;-1,5;#VALOR!;;#VALOR!;;;11,79
13/5/2012;13;5;2012;8,60;21,6;-4,40;0;0;0;1;3;#VALOR!;#VALOR!;6,3;56;0,3;#VALOR!;;#VALOR!;;;10,52
14/5/2012;14;5;2012;11,00;21;1;0;0;0;0;0;#VALOR!;#VALOR!;6,7;51;1,3;#VALOR!;;#VALOR!;;;7,20
15/5/2012;15;5;2012;13,75;21,8;5,7;0;0;0;0;0;#VALOR!;#VALOR!;9,4;60;6,1;1,6;;2;;;1,94
16/5/2012;16;5;2012;10,55;14,3;6,8;0;0;0;0;0;#VALOR!;#VALOR!;7,1;56;2,1;1,3;;1;;;0,64
17/5/2012;17;5;2012;7,50;13,9;1,1;0;0;0;0;0;#VALOR!;#VALOR!;7,9;76;3,5;0,8;;1;;;11,06
18/5/2012;18;5;2012;7,35;14,9;-0,20;0;0;0;1;1;#VALOR!;#VALOR!;5,7;56;-0,8;2,3;;2;;;11,44
19/5/2012;19;5;2012;11,85;23,6;0,1;0;0;0;0;0;#VALOR!;#VALOR!;7,1;51;2;3,5;;4;;;7,05
20/5/2012;20;5;2012;7,70;15;0,4;0;0;0;0;0;#VALOR!;#VALOR!;4,3;41;-4,7;4,5;;5;;;10,85
21/5/2012;21;5;2012;5,95;14,6;-2,70;0;0;0;1;2;#VALOR!;#VALOR!;5,6;60;-1,2;1,1;;1;;;13,46
22/5/2012;22;5;2012;4,65;12,4;-3,10;0;0;0;1;2;#VALOR!;#VALOR!;5,5;65;-1,4;0,8;;1;;;15,64
23/5/2012;23;5;2012;4,55;16,3;-7,20;0;0;0;1;3;#VALOR!;#VALOR!;5,7;68;-0,8;0,3;;0;;;14,50
24/5/2012;24;5;2012;5,90;14,8;-3,00;0;0;0;1;2;#VALOR!;#VALOR!;6,4;69;0,7;0,5;;0;;;13,48
25/5/2012;25;5;2012;6,45;13,8;-0,90;0;0;0;1;1;#VALOR!;#VALOR!;7,9;82;3,6;1;;1;;;12,90
26/5/2012;26;5;2012;10,00;17,3;2,7;0;0;0;0;0;#VALOR!;#VALOR!;9,9;81;6,9;3,5;;4;;;7,07
27/5/2012;27;5;2012;12,40;18,5;6,3;0,4;0;0;0;0;#VALOR!;#VALOR!;9,1;63;5,6;4;;4;;;1,38
28/5/2012;28;5;2012;16,35;20,9;11,8;2;0;0;0;0;#VALOR!;#VALOR!;11,2;60;8,6;6,8;;8;;;0,00
29/5/2012;29;5;2012;15,20;19,8;10,6;0;0;0;0;0;#VALOR!;#VALOR!;6,9;40;1,7;12,4;;15;;;0,00
30/5/2012;30;5;2012;8,40;17,9;-1,10;0;0;0;1;1;#VALOR!;#VALOR!;7,1;64;2;2,4;;3;;;10,23
31/5/2012;31;5;2012;8,75;14,2;3,3;0;0;0;0;0;#VALOR!;#VALOR!;7,6;67;3;2,3;;2;;;8,15
1/6/2012;1;6;2012;7,70;9,6;5,8;1,6;0;0;0;0;#VALOR!;#VALOR!;8,8;84;5,2;1,3;;1;;;7,58
2/6/2012;2;6;2012;12,70;17,3;8,1;0,2;0;0;0;0;#VALOR!;#VALOR!;7,8;53;3,4;11,3;;14;;;0,00
3/6/2012;3;6;2012;9,95;14,2;5,7;0;0;0;0;0;#VALOR!;#VALOR!;5,9;48;-0,5;8,7;;10;;;3,67
4/6/2012;4;6;2012;5,50;12,3;-1,30;0;0;0;1;1;#VALOR!;#VALOR!;5,1;56;-2,6;3,2;;4;;;14,65
5/6/2012;5;6;2012;6,00;13,1;-1,10;0,6;0;0;1;1;#VALOR!;#VALOR!;5;54;-2,6;5,6;;6;;;13,69
6/6/2012;6;6;2012;2,05;9,2;-5,10;0;0;0;1;3;#VALOR!;#VALOR!;4,1;58;-5,3;3,2;;4;;;20,31
7/6/2012;7;6;2012;2,35;12,4;-7,70;0;0;0;1;3;#VALOR!;#VALOR!;4,3;59;-4,8;2,4;;3;;;17,55
8/6/2012;8;6;2012;2,25;13,3;-8,80;0;0;0;1;3;#VALOR!;#VALOR!;3,9;54;-6,1;1;;1;;;17,16
9/6/2012;9;6;2012;3,75;14,2;-6,70;0;0;0;1;3;#VALOR!;#VALOR!;4,2;53;-4,9;3,5;;4;;;15,73
10/6/2012;10;6;2012;5,95;15,3;-3,40;0;0;0;1;2;#VALOR!;#VALOR!;5,5;59;-1,4;0,5;;0;;;13,35
11/6/2012;11;6;2012;6,45;12,5;0,4;0;0;0;0;0;#VALOR!;#VALOR!;5,9;61;-0,5;0,8;;1;;;13,09
12/6/2012;12;6;2012;8,60;18,3;-1,10;0;0;0;1;1;#VALOR!;#VALOR!;6,4;57;0,6;0,8;;1;;;10,02
13/6/2012;13;6;2012;12,15;20,7;3,6;0;0;0;0;0;#VALOR!;#VALOR!;6,9;49;1,8;6,4;;8;;;4,77
14/6/2012;14;6;2012;5,90;10,3;1,5;0;0;0;0;0;#VALOR!;#VALOR!;4,7;51;-3,5;0,8;;1;;;15,00
15/6/2012;15;6;2012;5,30;7,3;3,3;0,8;0;0;0;0;#VALOR!;#VALOR!;5,2;58;-2,3;3,7;;4;;;22,20
16/6/2012;16;6;2012;1,45;3,5;-0,60;1,2;0;0;1;1;#VALOR!;#VALOR!;4,7;70;-3,4;1,9;;2;;;24,00
17/6/2012;17;6;2012;4,20;7,6;0,8;0,2;0;0;0;0;#VALOR!;#VALOR!;6,4;77;0,5;1,3;;1;;;21,88
18/6/2012;18;6;2012;7,90;15,3;0,5;0;0;0;0;0;#VALOR!;#VALOR!;8,5;80;4,7;3,5;;4;;;10,54
19/6/2012;19;6;2012;9,40;14,8;4;0;0;0;0;0;#VALOR!;#VALOR!;7,7;65;3,2;3,1;;3;;;6,67
20/6/2012;20;6;2012;9,35;17,4;1,3;0;0;0;0;0;#VALOR!;#VALOR!;7,1;60;2;9;;11;;;8,50
21/6/2012;21;6;2012;9,35;15,3;3,4;0;0;0;0;0;#VALOR!;#VALOR!;5,9;50;-0,5;5,5;;6;;;7,26
22/6/2012;22;6;2012;11,05;19,9;2,2;0;0;0;0;0;#VALOR!;#VALOR!;5,9;45;-0,4;7,9;;9;;;6,51
23/6/2012;23;6;2012;11,75;22,2;1,3;0;0;0;0;0;#VALOR!;#VALOR!;6,6;48;1,1;5,3;;6;;;6,55
24/6/2012;24;6;2012;5,90;15;-3,20;0;0;0;1;2;#VALOR!;#VALOR!;3;32;-9,5;7,1;;8;;;13,45
25/6/2012;25;6;2012;3,50;14,1;-7,10;0;0;0;1;3;#VALOR!;#VALOR!;4,2;54;-4,9;1,4;;1;;;15,96
26/6/2012;26;6;2012;7,25;18,8;-4,30;0;0;0;1;3;#VALOR!;#VALOR!;6;59;-0,2;1,4;;1;;;11,74
27/6/2012;27;6;2012;8,45;18,6;-1,70;0;0;0;1;1;#VALOR!;#VALOR!;5,1;46;-2,5;6,3;;7;;;10,29
28/6/2012;28;6;2012;10,40;16,6;4,2;0;0;0;0;0;#VALOR!;#VALOR!;6,4;51;0,7;1,9;;2;;;5,42
29/6/2012;29;6;2012;9,60;20,1;-0,90;0;0;0;1;1;#VALOR!;#VALOR!;6,3;53;0,5;1,1;;1;;;9,03
30/6/2012;30;6;2012;8,60;16,2;1;0;0;0;0;0;#VALOR!;#VALOR!;7,2;64;2,2;0,8;;1;;;9,47
1/7/2012;1;7;2012;10,00;15,2;4,8;0;0;0;0;0;#VALOR!;#VALOR!;5,2;42;-2,3;#VALOR!;;#VALOR!;;;5,08
2/7/2012;2;7;2012;5,25;10,6;-0,10;0;0;0;1;1;#VALOR!;#VALOR!;3,7;42;-6,6;#VALOR!;;#VALOR!;;;15,93
3/7/2012;3;7;2012;3,15;13,3;-7,00;0;0;0;1;3;#VALOR!;#VALOR!;3,8;49;-6,5;#VALOR!;;#VALOR!;;;16,55
4/7/2012;4;7;2012;5,95;11,1;0,8;0;0;0;0;0;#VALOR!;#VALOR!;4,1;44;-5,4;#VALOR!;;#VALOR!;;;14,45
5/7/2012;5;7;2012;4,95;9,8;0,1;0;0;0;0;0;#VALOR!;#VALOR!;3,4;39;-7,8;#VALOR!;;#VALOR!;;;17,07
6/7/2012;6;7;2012;2,90;11,2;-5,40;0;0;0;1;3;#VALOR!;#VALOR!;4,4;59;-4,3;#VALOR!;;#VALOR!;;;17,93
7/7/2012;7;7;2012;3,15;11,8;-5,50;0;0;0;1;3;#VALOR!;#VALOR!;5,4;71;-1,6;#VALOR!;;#VALOR!;;;17,34
8/7/2012;8;7;2012;6,70;15;-1,60;0;0;0;1;1;#VALOR!;#VALOR!;4,6;47;-3,8;#VALOR!;;#VALOR!;;;12,43
9/7/2012;9;7;2012;3,30;11,9;-5,30;0;0;0;1;3;#VALOR!;#VALOR!;3,9;51;-5,9;#VALOR!;;#VALOR!;;;17,16
10/7/2012;10;7;2012;4,30;11,6;-3,00;0;0;0;1;2;#VALOR!;#VALOR!;3,6;43;-7,2;#VALOR!;;#VALOR!;;;16,44
11/7/2012;11;7;2012;11,20;15,2;7,2;0;0;0;0;0;#VALOR!;#VALOR!;4,9;37;-2,9;#VALOR!;;#VALOR!;;;0,00
12/7/2012;12;7;2012;11,70;15,6;7,8;0;0;0;0;0;#VALOR!;#VALOR!;5,4;39;-1,8;#VALOR!;;#VALOR!;;;0,00
13/7/2012;13;7;2012;11,15;17,9;4,4;0;0;0;0;0;#VALOR!;#VALOR!;5,6;42;-1,3;#VALOR!;;#VALOR!;;;4,62
14/7/2012;14;7;2012;0,65;7;-5,70;0;0;0;1;3;#VALOR!;#VALOR!;3,3;52;-8,1;#VALOR!;;#VALOR!;;;24,00
15/7/2012;15;7;2012;5,15;11,7;-1,40;0;0;0;1;1;#VALOR!;#VALOR!;3,8;43;-6,4;#VALOR!;;#VALOR!;;;15,39
16/7/2012;16;7;2012;5,00;14,7;-4,70;0;0;0;1;3;#VALOR!;#VALOR!;5,1;59;-2,3;#VALOR!;;#VALOR!;;;14,47
17/7/2012;17;7;2012;8,15;20,1;-3,80;0;0;0;1;2;#VALOR!;#VALOR!;6,4;59;0,6;#VALOR!;;#VALOR!;;;10,85
18/7/2012;18;7;2012;9,75;19,6;-0,10;0;0;0;1;1;#VALOR!;#VALOR!;5,4;45;-1,6;#VALOR!;;#VALOR!;;;8,65
19/7/2012;19;7;2012;6,40;15,5;-2,70;0;0;0;1;2;#VALOR!;#VALOR!;4,4;46;-4,4;#VALOR!;;#VALOR!;;;12,79
20/7/2012;20;7;2012;7,45;12,2;2,7;0,6;0;0;0;0;#VALOR!;#VALOR!;5,5;53;-1,5;#VALOR!;;#VALOR!;;;10,86
21/7/2012;21;7;2012;8,00;17,3;-1,30;0;0;0;1;1;#VALOR!;#VALOR!;5,8;54;-0,7;#VALOR!;;#VALOR!;;;10,71
22/7/2012;22;7;2012;4,55;14,9;-5,80;0;0;0;1;3;#VALOR!;#VALOR!;5,4;64;-1,7;#VALOR!;;#VALOR!;;;14,84
23/7/2012;23;7;2012;8,80;14,9;2,7;0;0;0;0;0;#VALOR!;#VALOR!;6,1;54;0;#VALOR!;;#VALOR!;;;8,46
24/7/2012;24;7;2012;3,50;10,7;-3,70;0;0;0;1;2;#VALOR!;#VALOR!;3,6;46;-7;#VALOR!;;#VALOR!;;;17,83
25/7/2012;25;7;2012;8,10;18,2;-2,00;0;0;0;1;2;#VALOR!;#VALOR!;3,7;34;-6,8;#VALOR!;;#VALOR!;;;10,69
26/7/2012;26;7;2012;5,00;13,1;-3,10;0;0;0;1;2;#VALOR!;#VALOR!;4,4;50;-4,5;#VALOR!;;#VALOR!;;;14,96
27/7/2012;27;7;2012;6,10;16,1;-3,90;0;0;0;1;2;#VALOR!;#VALOR!;4,5;48;-4,1;#VALOR!;;#VALOR!;;;13,08
28/7/2012;28;7;2012;7,45;18,3;-3,40;0;0;0;1;2;#VALOR!;#VALOR!;4,5;44;-4;#VALOR!;;#VALOR!;;;11,50
29/7/2012;29;7;2012;4,25;12,4;-3,90;0;0;0;1;2;#VALOR!;#VALOR!;3,2;39;-8,5;#VALOR!;;#VALOR!;;;16,05
30/7/2012;30;7;2012;2,00;14,2;-10,20;0;0;0;1;3;#VALOR!;#VALOR!;3,2;45;-8,7;#VALOR!;;#VALOR!;;;16,92
31/7/2012;31;7;2012;6,45;16,1;-3,20;0;0;0;1;2;#VALOR!;#VALOR!;3,5;36;-7,5;#VALOR!;;#VALOR!;;;12,68
1/8/2012;1;8;2012;4,65;10,6;-1,30;0;0;0;1;1;#VALOR!;#VALOR!;5,1;60;-2,4;#VALOR!;;#VALOR!;;;16,74
2/8/2012;2;8;2012;3,50;12,3;-5,30;0;0;0;1;3;#VALOR!;#VALOR!;6;76;-0,3;#VALOR!;;#VALOR!;;;16,77
3/8/2012;3;8;2012;7,60;16,7;-1,50;0;0;0;1;1;#VALOR!;#VALOR!;6,9;66;1,7;#VALOR!;;#VALOR!;;;11,21
4/8/2012;4;8;2012;7,50;19,8;-4,80;0;0;0;1;3;#VALOR!;#VALOR!;5,8;56;-0,7;#VALOR!;;#VALOR!;;;11,51
5/8/2012;5;8;2012;6,95;18,3;-4,40;0;0;0;1;3;#VALOR!;#VALOR!;5,7;57;-1;#VALOR!;;#VALOR!;;;12,05
6/8/2012;6;8;2012;9,90;14,5;5,3;5,4;0;0;0;0;#VALOR!;#VALOR!;8,8;72;5,1;#VALOR!;;#VALOR!;;;4,43
7/8/2012;7;8;2012;9,95;14,5;5,4;4;0;0;0;0;#VALOR!;#VALOR!;11,1;91;8,6;#VALOR!;;#VALOR!;;;4,22
8/8/2012;8;8;2012;11,55;20,2;2,9;0;0;0;0;0;#VALOR!;#VALOR!;8,7;64;5;#VALOR!;;#VALOR!;;;5,69
9/8/2012;9;8;2012;9,15;19,5;-1,20;0;0;0;1;1;#VALOR!;#VALOR!;7,1;61;2;#VALOR!;;#VALOR!;;;9,51
10/8/2012;10;8;2012;7,00;12,7;1,3;0;0;0;0;0;#VALOR!;#VALOR!;4,5;45;-4,1;#VALOR!;;#VALOR!;;;12,00
11/8/2012;11;8;2012;7,05;15,3;-1,20;0;0;0;1;1;#VALOR!;#VALOR!;5,9;59;-0,4;#VALOR!;;#VALOR!;;;11,93
12/8/2012;12;8;2012;9,65;18,2;1,1;0;0;0;0;0;#VALOR!;#VALOR!;4,2;35;-5,1;#VALOR!;;#VALOR!;;;8,28
13/8/2012;13;8;2012;5,80;12,5;-0,90;0;0;0;1;1;#VALOR!;#VALOR!;4,7;51;-3,5;#VALOR!;;#VALOR!;;;14,15
14/8/2012;14;8;2012;7,30;16,3;-1,70;0;0;0;1;1;#VALOR!;#VALOR!;6,3;62;0,5;#VALOR!;;#VALOR!;;;11,60
15/8/2012;15;8;2012;6,25;14,2;-1,70;0;0;0;1;1;#VALOR!;#VALOR!;6,8;71;1,4;#VALOR!;;#VALOR!;;;13,13
16/8/2012;16;8;2012;8,45;10,9;6;5;0;0;0;0;#VALOR!;#VALOR!;9,5;86;6,2;#VALOR!;;#VALOR!;;;4,90
17/8/2012;17;8;2012;10,20;16,4;4;0;0;0;0;0;#VALOR!;#VALOR!;9,7;78;6,5;#VALOR!;;#VALOR!;;;5,81
18/8/2012;18;8;2012;9,95;17,7;2,2;0,2;0;0;0;0;#VALOR!;#VALOR!;8,1;66;3,9;#VALOR!;;#VALOR!;;;7,43
19/8/2012;19;8;2012;9,25;16,6;1,9;0;0;0;0;0;#VALOR!;#VALOR!;7,5;64;2,8;#VALOR!;;#VALOR!;;;8,33
20/8/2012;20;8;2012;10,25;19,3;1,2;0;0;0;0;0;#VALOR!;#VALOR!;7,2;58;2,4;#VALOR!;;#VALOR!;;;7,69
21/8/2012;21;8;2012;15,70;23,9;7,5;0;0;0;0;0;#VALOR!;#VALOR!;6,8;38;1,4;#VALOR!;;#VALOR!;;;0,00
22/8/2012;22;8;2012;7,05;15,2;-1,10;0;0;0;1;1;#VALOR!;#VALOR!;5,1;51;-2,4;#VALOR!;;#VALOR!;;;11,93
23/8/2012;23;8;2012;7,50;14,6;0,4;0;0;0;0;0;#VALOR!;#VALOR!;6,1;59;0;#VALOR!;;#VALOR!;;;11,15
24/8/2012;24;8;2012;6,35;13,4;-0,70;0;0;0;1;1;#VALOR!;#VALOR!;5,5;57;-1,5;#VALOR!;;#VALOR!;;;13,11
25/8/2012;25;8;2012;2,60;10,6;-5,40;0;0;0;1;3;#VALOR!;#VALOR!;4,5;61;-4,2;#VALOR!;;#VALOR!;;;18,60
26/8/2012;26;8;2012;7,75;12,6;2,9;0;0;0;0;0;#VALOR!;#VALOR!;5,4;51;-1,7;#VALOR!;;#VALOR!;;;10,14
27/8/2012;27;8;2012;8,60;16,1;1,1;0;0;0;0;0;#VALOR!;#VALOR!;5,7;51;-1;#VALOR!;;#VALOR!;;;9,44
28/8/2012;28;8;2012;10,65;17,1;4,2;0;0;0;0;0;#VALOR!;#VALOR!;6;47;-0,2;#VALOR!;;#VALOR!;;;5,21
29/8/2012;29;8;2012;10,05;19,7;0,4;0;0;0;0;0;#VALOR!;#VALOR!;6,2;50;0,1;#VALOR!;;#VALOR!;;;8,21
30/8/2012;30;8;2012;10,45;22,5;-1,60;0;0;0;1;1;#VALOR!;#VALOR!;6,1;48;-0,1;#VALOR!;;#VALOR!;;;8,56
31/8/2012;31;8;2012;14,00;23,2;4,8;0;0;0;0;0;#VALOR!;#VALOR!;5,9;37;-0,4;#VALOR!;;#VALOR!;;;2,87
1/9/2012;1;9;2012;17,30;27,7;6,9;0;0;0;0;0;#VALOR!;#VALOR!;8,5;43;4,6;#VALOR!;;#VALOR!;;;0,12
2/9/2012;2;9;2012;12,50;18,2;6,8;0;0;0;0;0;#VALOR!;#VALOR!;8,3;57;4,2;#VALOR!;;#VALOR!;;;0,42
3/9/2012;3;9;2012;9,75;13,3;6,2;0;0;0;0;0;#VALOR!;#VALOR!;8,5;70;4,5;#VALOR!;;#VALOR!;;;2,70
4/9/2012;4;9;2012;11,60;18,9;4,3;0;0;0;0;0;#VALOR!;#VALOR!;9,4;69;6,1;#VALOR!;;#VALOR!;;;4,44
5/9/2012;5;9;2012;9,80;20,2;-0,60;0;0;0;1;1;#VALOR!;#VALOR!;7,4;61;2,6;#VALOR!;;#VALOR!;;;8,77
6/9/2012;6;9;2012;13,30;25,6;1;0;0;0;0;0;#VALOR!;#VALOR!;8,2;54;4,2;#VALOR!;;#VALOR!;;;5,85
7/9/2012;7;9;2012;16,25;24,4;8,1;0;0;0;0;0;#VALOR!;#VALOR!;7;38;1,9;#VALOR!;;#VALOR!;;;0,00
8/9/2012;8;9;2012;10,40;18,3;2,5;0;0;0;0;0;#VALOR!;#VALOR!;4;32;-5,6;#VALOR!;;#VALOR!;;;6,84
9/9/2012;9;9;2012;9,40;21,7;-2,90;0;0;0;1;2;#VALOR!;#VALOR!;4,8;41;-3,2;#VALOR!;;#VALOR!;;;9,66
10/9/2012;10;9;2012;13,45;22;4,9;0;0;0;0;0;#VALOR!;#VALOR!;9,1;59;5,6;#VALOR!;;#VALOR!;;;2,95
11/9/2012;11;9;2012;12,60;22,3;2,9;0;0;0;0;0;#VALOR!;#VALOR!;6,9;47;1,6;#VALOR!;;#VALOR!;;;5,07
12/9/2012;12;9;2012;14,10;22;6,2;0;0;0;0;0;#VALOR!;#VALOR!;6,8;42;1,4;#VALOR!;;#VALOR!;;;1,22
13/9/2012;13;9;2012;13,80;24,4;3,2;0;0;0;0;0;#VALOR!;#VALOR!;7,4;47;2,7;#VALOR!;;#VALOR!;;;4,30
14/9/2012;14;9;2012;15,65;25,8;5,5;0;0;0;0;0;#VALOR!;#VALOR!;6,6;37;1;#VALOR!;;#VALOR!;;;1,77
15/9/2012;15;9;2012;16,10;22,9;9,3;0;0;0;0;0;#VALOR!;#VALOR!;6;33;-0,2;#VALOR!;;#VALOR!;;;0,00
16/9/2012;16;9;2012;12,75;19,4;6,1;0;0;0;0;0;#VALOR!;#VALOR!;6,2;42;0,2;#VALOR!;;#VALOR!;;;1,62
17/9/2012;17;9;2012;9,40;16,4;2,4;0;0;0;0;0;#VALOR!;#VALOR!;5,2;44;-2,2;#VALOR!;;#VALOR!;;;7,89
18/9/2012;18;9;2012;11,00;16,2;5,8;0,8;0;0;0;0;#VALOR!;#VALOR!;7,3;56;2,6;#VALOR!;;#VALOR!;;;2,77
19/9/2012;19;9;2012;9,85;16,2;3,5;0;0;0;0;0;#VALOR!;#VALOR!;4,6;38;-3,8;#VALOR!;;#VALOR!;;;6,61
20/9/2012;20;9;2012;11,60;17;6,2;0;0;0;0;0;#VALOR!;#VALOR!;5,2;38;-2,2;#VALOR!;;#VALOR!;;;1,78
21/9/2012;21;9;2012;14,05;19,1;9;0;0;0;0;0;#VALOR!;#VALOR!;5,3;33;-2;#VALOR!;;#VALOR!;;;0,00
22/9/2012;22;9;2012;10,65;21,6;-0,30;0;0;0;1;1;#VALOR!;#VALOR!;5,6;44;-1,1;#VALOR!;;#VALOR!;;;8,00
23/9/2012;23;9;2012;13,05;25,3;0,8;0;0;0;0;0;#VALOR!;#VALOR!;6,8;45;1,4;#VALOR!;;#VALOR!;;;6,07
24/9/2012;24;9;2012;10,95;17,3;4,6;0;0;0;0;0;#VALOR!;#VALOR!;5,1;39;-2,5;#VALOR!;;#VALOR!;;;4,54
25/9/2012;25;9;2012;8,15;16,9;-0,60;0;0;0;1;1;#VALOR!;#VALOR!;4,4;41;-4,3;#VALOR!;;#VALOR!;;;10,42
26/9/2012;26;9;2012;13,70;22,3;5,1;0;0;0;0;0;#VALOR!;#VALOR!;5,2;33;-2,3;#VALOR!;;#VALOR!;;;2,65
27/9/2012;27;9;2012;16,20;21,8;10,6;0;0;0;0;0;#VALOR!;#VALOR!;6,3;34;0,3;#VALOR!;;#VALOR!;;;0,00
28/9/2012;28;9;2012;15,60;25,2;6;0;0;0;0;0;#VALOR!;#VALOR!;7,3;41;2,4;#VALOR!;;#VALOR!;;;1,25
29/9/2012;29;9;2012;13,45;22,7;4,2;0;0;0;0;0;#VALOR!;#VALOR!;8;52;3,8;#VALOR!;;#VALOR!;;;3,63
30/9/2012;30;9;2012;9,90;19,9;-0,10;0;0;0;1;1;#VALOR!;#VALOR!;5,5;45;-1,5;#VALOR!;;#VALOR!;;;8,52
1/10/2012;1;10;2012;10,65;19,1;2,2;0;0;0;0;0;#VALOR!;#VALOR!;4,5;35;-4,2;3,5;;4;;5.5;6,82
2/10/2012;2;10;2012;10,60;19,9;1,3;0;0;0;0;0;#VALOR!;#VALOR!;5,4;42;-1,8;1,9;;2;;2.5;7,35
3/10/2012;3;10;2012;12,35;24,1;0,6;0;0;0;0;0;#VALOR!;#VALOR!;5,3;37;-1,9;2,4;;3;;3.7;6,54
4/10/2012;4;10;2012;15,25;23,7;6,8;0;0;0;0;0;#VALOR!;#VALOR!;6,9;40;1,7;4,8;;6;;3.7;0,28
5/10/2012;5;10;2012;13,40;17,4;9,4;0;0;0;0;0;#VALOR!;#VALOR!;6,1;40;0,1;2,7;;3;;3.0;0,00
6/10/2012;6;10;2012;10,70;14,6;6,8;2,2;0;0;0;0;#VALOR!;#VALOR!;8,5;66;4,6;1;;1;;3.0;0,62
7/10/2012;7;10;2012;10,75;18,3;3,2;0;0;0;0;0;#VALOR!;#VALOR!;9,7;75;6,5;1,1;;1;;3.0;6,04
8/10/2012;8;10;2012;14,00;24,2;3,8;0;0;0;0;0;#VALOR!;#VALOR!;8;50;3,7;4,2;;5;;3.0;3,76
9/10/2012;9;10;2012;13,30;18,4;8,2;0;0;0;0;0;#VALOR!;#VALOR!;5,8;38;-0,7;3,9;;4;;4.2;0,00
10/10/2012;10;10;2012;13,45;21,6;5,3;0;0;0;0;0;#VALOR!;#VALOR!;6,8;44;1,4;4;;4;;4.2;2,50
11/10/2012;11;10;2012;16,15;25,7;6,6;0;0;0;0;0;#VALOR!;#VALOR!;8,1;44;3,9;4;;4;;3.5;0,50
12/10/2012;12;10;2012;18,30;27,4;9,2;0;0;0;0;0;#VALOR!;#VALOR!;11,8;56;9,4;0,6;;0;;2.5;0,00
13/10/2012;13;10;2012;19,65;28,2;11,1;0;0;0;0;0;#VALOR!;#VALOR!;11,4;50;8,9;2,9;;3;;2.5;0,00
14/10/2012;14;10;2012;13,95;18,2;9,7;27,8;0;0;0;0;#VALOR!;#VALOR!;11,5;72;9;1,8;;2;;2.5;0,00
15/10/2012;15;10;2012;12,80;13,8;11,8;21,2;0;0;0;0;#VALOR!;#VALOR!;14,8;100;12,8;0,6;;0;;0.0;0,00
16/10/2012;16;10;2012;16,95;25,8;8,1;0,2;0;0;0;0;#VALOR!;#VALOR!;12,7;66;10,6;1;;1;;2.0;0,00
17/10/2012;17;10;2012;15,55;25,5;5,6;4;0;0;0;0;#VALOR!;#VALOR!;11,7;66;9,2;1,3;;1;;5.5;1,69
18/10/2012;18;10;2012;15,35;21,7;9;0,2;0;0;0;0;#VALOR!;#VALOR!;12;69;9,7;1,1;;1;;5.5;0,00
19/10/2012;19;10;2012;16,50;24,7;8,3;0;0;0;0;0;#VALOR!;#VALOR!;8,3;44;4,2;1,9;;2;;4.0;0,00
20/10/2012;20;10;2012;15,05;23,7;6,4;0;0;0;0;0;#VALOR!;#VALOR!;8,4;49;4,4;1,6;;2;;4.0;0,83
21/10/2012;21;10;2012;16,70;22;11,4;0;0;0;0;0;#VALOR!;#VALOR!;11,8;62;9,4;2,7;;3;;4.0;0,00
22/10/2012;22;10;2012;11,25;12,4;10,1;12,8;0;0;0;0;#VALOR!;#VALOR!;11,7;88;9,3;1;;1;;0.0;0,00
